PR_Month,Delivery_Month,Material,PR_Qty,Delivery_Qty
4,4,51050000000201,2,2
5,5,51050000000201,0,0
6,6,51050000000201,0,0
7,7,51050000000201,3,3
8,8,51050000000201,0,0
9,9,51050000000201,0,0
10,10,51050000000201,4,2
11,11,51050000000201,2,2
12,12,51050000000201,0,0
1,1,51051003010005,0,0
2,2,51051003010005,30,30
2,3,51051003010005,10,10
3,3,51051003010005,40,40
4,4,51051003010005,30,30
5,5,51051003010005,20,20
6,6,51051003010005,20,20
7,7,51051003010005,20,20
8,8,51051003010005,20,20
9,9,51051003010005,30,30
10,10,51051003010005,20,20
10,11,51051003010005,20,20
11,11,51051003010005,20,20
12,12,51051003010005,0,0
1,1,51051022070002,0,0
2,2,51051022070002,0,0
3,3,51051022070002,0,0
4,4,51051022070002,300,300
4,5,51051022070002,150,150
5,5,51051022070002,0,0
6,6,51051022070002,0,0
7,7,51051022070002,0,0
8,8,51051022070002,200,200
9,9,51051022070002,0,0
10,10,51051022070002,200,200
11,11,51051022070002,100,100
12,12,51051022070002,0,0
1,1,51101504000004,0,0
2,2,51101504000004,0,0
3,3,51101504000004,5,5
4,4,51101504000004,0,0
5,5,51101504000004,0,0
6,6,51101504000004,2,2
7,7,51101504000004,0,0
8,8,51101504000004,0,0
9,9,51101504000004,0,0
10,10,51101504000004,3,3
11,11,51101504000004,0,0
12,12,51101504000004,0,0
1,1,51101504000006,0,0
2,2,51101504000006,0,0
3,3,51101504000006,0,0
4,4,51101504000006,0,0
5,5,51101504000006,0,0
6,6,51101504000006,0,0
7,7,51101504000006,0,0
8,8,51101504000006,0,0
9,10,51101504000006,4,4
10,10,51101504000006,0,0
11,11,51101504000006,5,5
12,12,51101504000006,0,0
1,1,51101511000003,0,0
2,2,51101511000003,0,0
3,3,51101511000003,2,2
4,4,51101511000003,0,0
5,5,51101511000003,0,0
6,6,51101511000003,0,0
7,7,51101511000003,0,0
8,8,51101511000003,0,0
9,9,51101511000003,2,2
10,10,51101511000003,2,2
11,11,51101511000003,0,0
12,12,51101511000003,0,0
1,1,51101522000004,0,0
2,2,51101522000004,0,0
3,3,51101522000004,60,60
4,4,51101522000004,0,0
5,5,51101522000004,0,0
6,6,51101522000004,0,0
7,7,51101522000004,0,0
8,8,51101522000004,0,0
9,9,51101522000004,0,0
10,10,51101522000004,0,0
11,11,51101522000004,0,0
12,12,51101522000004,0,0
1,1,51101536000002,0,0
2,2,51101536000002,0,0
3,3,51101536000002,0,0
4,4,51101536000002,0,0
5,5,51101536000002,0,0
6,6,51101536000002,0,0
7,7,51101536000002,0,0
8,9,51101536000002,2,2
9,9,51101536000002,0,0
10,10,51101536000002,0,0
11,11,51101536000002,0,0
12,12,51101536000002,0,0
1,1,51101538000004,0,0
2,2,51101538000004,0,0
3,3,51101538000004,10,10
4,4,51101538000004,0,0
5,5,51101538000004,0,0
6,6,51101538000004,0,0
7,7,51101538000004,0,0
8,8,51101538000004,0,0
9,9,51101538000004,0,0
10,10,51101538000004,0,0
11,11,51101538000004,0,0
12,12,51101538000004,0,0
1,1,51101538000013,0,0
2,2,51101538000013,0,0
3,3,51101538000013,0,0
4,4,51101538000013,0,0
5,5,51101538000013,0,0
6,6,51101538000013,0,0
7,7,51101538000013,10,10
8,8,51101538000013,0,0
9,9,51101538000013,0,0
10,10,51101538000013,0,0
11,11,51101538000013,0,0
12,12,51101538000013,0,0
1,1,51101548000001,0,0
2,2,51101548000001,0,0
3,3,51101548000001,3,3
4,4,51101548000001,0,0
5,5,51101548000001,0,0
6,6,51101548000001,0,0
7,7,51101548000001,0,0
8,8,51101548000001,0,0
9,9,51101548000001,0,0
10,10,51101548000001,0,0
11,11,51101548000001,0,0
12,12,51101548000001,0,0
1,1,51101550000009,0,0
2,2,51101550000009,0,0
3,3,51101550000009,20,20
4,4,51101550000009,0,0
5,5,51101550000009,0,0
6,6,51101550000009,0,0
7,7,51101550000009,0,0
8,8,51101550000009,0,0
9,9,51101550000009,0,0
10,10,51101550000009,0,0
11,11,51101550000009,0,0
12,12,51101550000009,0,0
1,1,51101551000004,0,0
2,2,51101551000004,0,0
3,3,51101551000004,0,0
4,4,51101551000004,0,0
5,5,51101551000004,0,0
6,7,51101551000004,1,1
7,7,51101551000004,1,1
8,8,51101551000004,0,0
9,9,51101551000004,0,0
10,10,51101551000004,0,0
11,11,51101551000004,0,0
12,12,51101551000004,0,0
1,1,51101551000007,0,0
2,2,51101551000007,0,0
3,3,51101551000007,0,0
4,4,51101551000007,0,0
5,5,51101551000007,0,0
6,6,51101551000007,4,4
7,7,51101551000007,0,0
8,8,51101551000007,0,0
9,9,51101551000007,0,0
10,10,51101551000007,0,0
11,11,51101551000007,0,0
12,12,51101551000007,0,0
1,1,51101554000001,0,0
2,2,51101554000001,0,0
3,3,51101554000001,0,0
4,4,51101554000001,0,0
5,5,51101554000001,0,0
6,6,51101554000001,0,0
7,7,51101554000001,0,0
8,8,51101554000001,28,28
9,9,51101554000001,0,0
10,10,51101554000001,0,0
11,11,51101554000001,0,0
12,12,51101554000001,0,0
1,1,51101554000005,0,0
2,2,51101554000005,0,0
3,3,51101554000005,0,0
4,4,51101554000005,0,0
5,5,51101554000005,0,0
6,6,51101554000005,0,0
7,7,51101554000005,0,0
8,8,51101554000005,0,0
9,9,51101554000005,0,0
10,10,51101554000005,4,4
11,11,51101554000005,0,0
12,12,51101554000005,0,0
1,1,51101557000003,0,0
2,2,51101557000003,0,0
3,3,51101557000003,0,0
4,4,51101557000003,40,40
5,5,51101557000003,0,0
6,6,51101557000003,0,0
7,7,51101557000003,0,0
8,8,51101557000003,0,0
9,9,51101557000003,0,0
10,10,51101557000003,0,0
11,11,51101557000003,0,0
12,12,51101557000003,0,0
1,1,51101567000005,0,0
2,2,51101567000005,0,0
3,3,51101567000005,0,0
4,4,51101567000005,0,0
5,5,51101567000005,0,0
6,6,51101567000005,0,0
7,7,51101567000005,0,0
8,8,51101567000005,2,2
9,9,51101567000005,0,0
10,10,51101567000005,0,0
11,11,51101567000005,0,0
12,12,51101567000005,0,0
1,1,51101583000003,0,0
2,2,51101583000003,0,0
3,3,51101583000003,0,0
4,4,51101583000003,5,5
5,5,51101583000003,0,0
6,6,51101583000003,0,0
7,7,51101583000003,3,3
8,8,51101583000003,0,0
9,9,51101583000003,0,0
10,10,51101583000003,10,10
11,11,51101583000003,0,0
12,12,51101583000003,0,0
1,1,51101592000001,0,0
2,2,51101592000001,0,0
3,3,51101592000001,0,0
4,4,51101592000001,10,10
5,5,51101592000001,0,0
6,6,51101592000001,0,0
7,7,51101592000001,0,0
8,8,51101592000001,0,0
9,9,51101592000001,0,0
10,10,51101592000001,0,0
11,11,51101592000001,0,0
12,12,51101592000001,0,0
1,1,51101805000002,0,0
2,2,51101805000002,0,0
3,3,51101805000002,0,0
4,4,51101805000002,0,0
5,5,51101805000002,0,0
6,6,51101805000002,0,0
7,7,51101805000002,4,4
8,8,51101805000002,0,0
9,9,51101805000002,0,0
10,10,51101805000002,0,0
11,11,51101805000002,0,0
12,12,51101805000002,0,0
1,1,51101805000010,0,0
2,2,51101805000010,0,0
3,3,51101805000010,0,0
4,4,51101805000010,0,0
5,5,51101805000010,0,0
6,6,51101805000010,0,0
7,7,51101805000010,0,0
8,9,51101805000010,1,1
9,9,51101805000010,0,0
10,10,51101805000010,0,0
11,11,51101805000010,0,0
12,12,51101805000010,0,0
1,1,51101805000016,0,0
2,2,51101805000016,0,0
3,3,51101805000016,0,0
4,4,51101805000016,0,0
5,5,51101805000016,0,0
6,6,51101805000016,0,0
7,7,51101805000016,15,15
8,8,51101805000016,0,0
9,9,51101805000016,0,0
10,10,51101805000016,0,0
11,11,51101805000016,0,0
12,12,51101805000016,0,0
1,1,51101805000017,0,0
2,2,51101805000017,0,0
3,3,51101805000017,0,0
4,4,51101805000017,0,0
5,5,51101805000017,0,0
6,6,51101805000017,0,0
7,7,51101805000017,0,0
8,8,51101805000017,1,1
9,9,51101805000017,0,0
10,10,51101805000017,0,0
11,11,51101805000017,1,1
12,12,51101805000017,0,0
1,1,51101810000001,0,0
2,2,51101810000001,0,0
3,3,51101810000001,0,0
4,4,51101810000001,0,0
5,5,51101810000001,0,0
6,6,51101810000001,0,0
7,7,51101810000001,0,0
8,8,51101810000001,0,0
9,9,51101810000001,0,0
10,10,51101810000001,0,0
11,11,51101810000001,5,5
12,12,51101810000001,0,0
1,1,51102301000003,0,0
2,2,51102301000003,0,0
3,3,51102301000003,0,0
4,4,51102301000003,0,0
5,5,51102301000003,0,0
6,6,51102301000003,0,0
7,7,51102301000003,32,20
8,8,51102301000003,0,0
9,9,51102301000003,0,0
10,10,51102301000003,0,0
11,11,51102301000003,0,0
12,12,51102301000003,0,0
1,1,51102301000004,0,0
2,2,51102301000004,0,0
3,3,51102301000004,0,0
4,4,51102301000004,0,0
5,5,51102301000004,0,0
6,7,51102301000004,10,10
7,7,51102301000004,1,1
8,8,51102301000004,0,0
9,9,51102301000004,0,0
10,10,51102301000004,0,0
11,11,51102301000004,0,0
12,12,51102301000004,0,0
1,1,51102301000011,0,0
2,2,51102301000011,0,0
3,3,51102301000011,0,0
4,4,51102301000011,0,0
5,5,51102301000011,0,0
6,6,51102301000011,0,0
7,7,51102301000011,0,0
8,8,51102301000011,1,1
9,9,51102301000011,0,0
10,10,51102301000011,0,0
11,11,51102301000011,0,0
12,12,51102301000011,0,0
1,1,51102702000005,80,40
2,2,51102702000005,0,0
3,3,51102702000005,0,0
4,4,51102702000005,0,0
5,6,51102702000005,40,40
6,6,51102702000005,0,0
7,7,51102702000005,40,40
8,8,51102702000005,0,0
9,9,51102702000005,0,0
10,10,51102702000005,0,0
11,11,51102702000005,10,10
12,12,51102702000005,0,0
1,1,51102707000014,0,0
2,2,51102707000014,0,0
3,3,51102707000014,0,0
4,4,51102707000014,72,72
5,5,51102707000014,0,0
6,6,51102707000014,48,48
7,7,51102707000014,48,48
7,8,51102707000014,48,48
8,9,51102707000014,48,48
9,9,51102707000014,96,48
10,10,51102707000014,0,0
11,11,51102707000014,48,48
12,12,51102707000014,0,0
1,1,51102707000023,0,0
2,2,51102707000023,48,48
3,3,51102707000023,0,0
4,4,51102707000023,48,48
5,5,51102707000023,0,0
6,6,51102707000023,0,0
7,7,51102707000023,0,0
8,8,51102707000023,0,0
9,9,51102707000023,24,24
10,10,51102707000023,96,96
11,11,51102707000023,0,0
12,12,51102707000023,0,0
1,1,51102707000082,0,0
2,2,51102707000082,0,0
3,3,51102707000082,1,1
4,4,51102707000082,0,0
5,5,51102707000082,0,0
6,6,51102707000082,0,0
7,7,51102707000082,0,0
8,8,51102707000082,0,0
9,9,51102707000082,0,0
10,10,51102707000082,0,0
11,11,51102707000082,0,0
12,12,51102707000082,0,0
1,1,51102710000027,24,24
2,2,51102710000027,0,0
3,3,51102710000027,0,0
4,4,51102710000027,0,0
5,5,51102710000027,0,0
6,6,51102710000027,24,24
7,8,51102710000027,36,36
8,8,51102710000027,0,0
9,9,51102710000027,0,0
10,10,51102710000027,0,0
11,11,51102710000027,0,0
12,12,51102710000027,0,0
1,1,51102713000021,0,0
2,2,51102713000021,0,0
3,3,51102713000021,0,0
4,4,51102713000021,0,0
5,5,51102713000021,0,0
6,6,51102713000021,2,2
7,7,51102713000021,0,0
8,8,51102713000021,0,0
9,9,51102713000021,0,0
10,10,51102713000021,0,0
11,11,51102713000021,0,0
12,12,51102713000021,0,0
1,1,51102714000001,0,0
2,2,51102714000001,0,0
3,3,51102714000001,30,30
4,4,51102714000001,0,0
5,6,51102714000001,20,20
6,6,51102714000001,0,0
7,8,51102714000001,40,40
8,8,51102714000001,0,0
9,9,51102714000001,0,0
10,10,51102714000001,0,0
11,11,51102714000001,0,0
12,12,51102714000001,0,0
1,2,51111818000001,1,1
2,2,51111818000001,1,1
3,3,51111818000001,2,2
4,4,51111818000001,2,2
5,6,51111818000001,1,1
6,6,51111818000001,0,0
7,7,51111818000001,3,3
7,8,51111818000001,1,1
8,8,51111818000001,0,0
9,9,51111818000001,0,0
10,10,51111818000001,2,2
11,11,51111818000001,0,0
12,12,51111818000001,0,0
1,1,51111818000002,3,3
2,3,51111818000002,2,2
3,3,51111818000002,2,2
4,4,51111818000002,2,2
5,5,51111818000002,8,8
6,6,51111818000002,8,8
7,7,51111818000002,0,0
8,8,51111818000002,5,5
9,9,51111818000002,5,5
10,10,51111818000002,10,10
11,11,51111818000002,0,0
12,12,51111818000002,0,0
1,1,51111820000001,60,60
2,2,51111820000001,30,30
3,3,51111820000001,0,0
4,4,51111820000001,30,30
5,5,51111820000001,30,30
6,6,51111820000001,0,0
7,7,51111820000001,30,30
8,8,51111820000001,0,0
9,9,51111820000001,0,0
10,10,51111820000001,30,30
11,11,51111820000001,30,30
11,12,51111820000001,30,30
12,12,51111820000001,0,0
1,1,51121501000001,0,0
2,2,51121501000001,0,0
3,3,51121501000001,0,0
4,4,51121501000001,0,0
5,5,51121501000001,0,0
6,6,51121501000001,0,0
7,7,51121501000001,0,0
8,8,51121501000001,0,0
9,9,51121501000001,0,0
10,10,51121501000001,1,1
11,11,51121501000001,0,0
12,12,51121501000001,0,0
1,1,51121511000003,0,0
2,2,51121511000003,3,3
3,3,51121511000003,0,0
4,4,51121511000003,4,4
5,5,51121511000003,0,0
6,6,51121511000003,0,0
7,7,51121511000003,0,0
8,8,51121511000003,0,0
9,9,51121511000003,0,0
10,10,51121511000003,0,0
11,11,51121511000003,0,0
12,12,51121511000003,0,0
1,1,51121603000007,0,0
2,2,51121603000007,0,0
3,3,51121603000007,0,0
4,4,51121603000007,0,0
5,5,51121603000007,0,0
6,6,51121603000007,0,0
7,7,51121603000007,4,4
8,8,51121603000007,0,0
9,9,51121603000007,0,0
10,10,51121603000007,0,0
11,11,51121603000007,0,0
12,12,51121603000007,0,0
1,1,51121608000002,0,0
2,2,51121608000002,0,0
3,3,51121608000002,0,0
4,5,51121608000002,3,3
5,5,51121608000002,0,0
6,6,51121608000002,0,0
7,7,51121608000002,0,0
8,8,51121608000002,0,0
9,9,51121608000002,0,0
10,10,51121608000002,0,0
11,11,51121608000002,0,0
12,12,51121608000002,0,0
1,1,51121711000001,0,0
2,2,51121711000001,0,0
3,3,51121711000001,0,0
4,4,51121711000001,0,0
5,5,51121711000001,0,0
6,7,51121711000001,2,2
7,7,51121711000001,0,0
8,9,51121711000001,1,1
9,9,51121711000001,1,1
10,10,51121711000001,1,1
11,11,51121711000001,1,1
11,12,51121711000001,1,1
12,12,51121711000001,0,0
1,1,51121759000001,0,0
2,2,51121759000001,0,0
3,3,51121759000001,0,0
4,4,51121759000001,0,0
5,5,51121759000001,0,0
6,6,51121759000001,0,0
7,7,51121759000001,0,0
8,8,51121759000001,0,0
9,9,51121759000001,0,0
10,10,51121759000001,0,0
11,11,51121759000001,1,1
12,12,51121759000001,0,0
1,1,51121810000002,0,0
2,2,51121810000002,6,6
3,3,51121810000002,0,0
4,4,51121810000002,0,0
5,5,51121810000002,0,0
6,6,51121810000002,0,0
7,7,51121810000002,9,9
8,8,51121810000002,0,0
9,9,51121810000002,0,0
10,10,51121810000002,0,0
11,11,51121810000002,18,9
12,12,51121810000002,0,0
1,1,51121823000001,0,0
2,2,51121823000001,0,0
3,3,51121823000001,0,0
4,4,51121823000001,0,0
5,5,51121823000001,0,0
6,6,51121823000001,10,10
6,7,51121823000001,2,2
7,7,51121823000001,2,2
8,8,51121823000001,0,0
9,10,51121823000001,2,2
10,10,51121823000001,2,2
11,11,51121823000001,2,2
12,12,51121823000001,0,0
1,1,51131517000002,0,0
2,2,51131517000002,0,0
3,3,51131517000002,2000,2000
4,4,51131517000002,2000,2000
5,5,51131517000002,0,0
6,6,51131517000002,0,0
7,7,51131517000002,1000,1000
8,8,51131517000002,2000,2000
9,9,51131517000002,0,0
10,10,51131517000002,0,0
11,11,51131517000002,2000,2000
12,12,51131517000002,0,0
1,1,51131607000001,0,0
2,2,51131607000001,0,0
3,3,51131607000001,0,0
4,4,51131607000001,0,0
5,5,51131607000001,0,0
6,6,51131607000001,0,0
7,7,51131607000001,2,2
8,8,51131607000001,0,0
9,9,51131607000001,0,0
10,10,51131607000001,0,0
11,11,51131607000001,0,0
12,12,51131607000001,0,0
1,1,51131607000002,0,0
2,2,51131607000002,0,0
3,3,51131607000002,0,0
4,4,51131607000002,0,0
5,5,51131607000002,0,0
6,6,51131607000002,0,0
7,7,51131607000002,2,2
8,8,51131607000002,0,0
9,9,51131607000002,0,0
10,10,51131607000002,0,0
11,11,51131607000002,0,0
12,12,51131607000002,0,0
1,1,51131811000002,0,0
2,2,51131811000002,0,0
3,3,51131811000002,0,0
4,4,51131811000002,0,0
5,5,51131811000002,0,0
6,6,51131811000002,0,0
7,7,51131811000002,0,0
8,8,51131811000002,400,250
9,9,51131811000002,0,0
10,10,51131811000002,100,100
11,11,51131811000002,0,0
12,12,51131811000002,0,0
1,1,51131909000004,0,0
2,2,51131909000004,0,0
3,3,51131909000004,12,12
4,4,51131909000004,8,8
5,5,51131909000004,4,4
6,6,51131909000004,0,0
7,7,51131909000004,12,12
8,8,51131909000004,10,10
9,9,51131909000004,0,0
10,10,51131909000004,0,0
11,11,51131909000004,0,0
12,12,51131909000004,0,0
1,1,51141502000003,0,0
2,2,51141502000003,0,0
3,3,51141502000003,0,0
4,4,51141502000003,0,0
5,5,51141502000003,0,0
6,6,51141502000003,1,1
7,7,51141502000003,3,3
8,8,51141502000003,0,0
9,9,51141502000003,0,0
10,10,51141502000003,0,0
11,11,51141502000003,3,3
12,12,51141502000003,0,0
1,1,51141525000006,0,0
2,2,51141525000006,8,8
3,3,51141525000006,0,0
4,4,51141525000006,0,0
5,5,51141525000006,0,0
6,6,51141525000006,0,0
7,7,51141525000006,0,0
8,8,51141525000006,0,0
9,9,51141525000006,0,0
10,10,51141525000006,0,0
11,11,51141525000006,0,0
12,12,51141525000006,0,0
1,1,51141601000001,0,0
2,2,51141601000001,0,0
3,3,51141601000001,0,0
4,4,51141601000001,0,0
5,5,51141601000001,0,0
6,6,51141601000001,0,0
7,7,51141601000001,0,0
8,9,51141601000001,3,3
9,9,51141601000001,0,0
10,10,51141601000001,0,0
11,11,51141601000001,0,0
12,12,51141601000001,0,0
1,1,51141639000001,0,0
2,2,51141639000001,0,0
3,3,51141639000001,0,0
4,4,51141639000001,0,0
5,5,51141639000001,0,0
6,6,51141639000001,0,0
7,7,51141639000001,0,0
8,8,51141639000001,0,0
9,9,51141639000001,0,0
10,10,51141639000001,0,0
11,11,51141639000001,15,15
12,12,51141639000001,0,0
1,1,51141702000005,0,0
2,2,51141702000005,0,0
3,3,51141702000005,0,0
4,4,51141702000005,0,0
5,5,51141702000005,0,0
6,6,51141702000005,0,0
7,7,51141702000005,4,4
8,8,51141702000005,0,0
9,9,51141702000005,0,0
10,10,51141702000005,0,0
11,11,51141702000005,0,0
12,12,51141702000005,0,0
1,1,51141914000001,0,0
2,2,51141914000001,0,0
3,3,51141914000001,1,1
4,4,51141914000001,1,1
5,5,51141914000001,0,0
6,6,51141914000001,0,0
7,7,51141914000001,0,0
8,8,51141914000001,0,0
9,9,51141914000001,0,0
10,10,51141914000001,0,0
11,11,51141914000001,0,0
12,12,51141914000001,0,0
1,1,51141920000004,0,0
2,2,51141920000004,0,0
3,3,51141920000004,0,0
4,4,51141920000004,0,0
5,5,51141920000004,0,0
6,6,51141920000004,0,0
7,7,51141920000004,0,0
8,9,51141920000004,1,1
9,9,51141920000004,0,0
10,10,51141920000004,0,0
11,11,51141920000004,0,0
12,12,51141920000004,0,0
1,1,51142001000033,0,0
2,2,51142001000033,0,0
3,3,51142001000033,1,1
4,4,51142001000033,0,0
5,5,51142001000033,0,0
6,6,51142001000033,0,0
7,8,51142001000033,1,1
8,8,51142001000033,0,0
9,9,51142001000033,0,0
10,10,51142001000033,0,0
11,11,51142001000033,0,0
12,12,51142001000033,0,0
1,2,51142002000007,10,10
2,2,51142002000007,10,10
3,3,51142002000007,0,0
4,4,51142002000007,0,0
5,6,51142002000007,15,15
6,6,51142002000007,0,0
7,7,51142002000007,0,0
8,8,51142002000007,0,0
9,9,51142002000007,0,0
10,10,51142002000007,20,20
11,11,51142002000007,0,0
12,12,51142002000007,0,0
1,1,51142002000009,0,0
2,2,51142002000009,0,0
3,3,51142002000009,0,0
4,4,51142002000009,0,0
5,5,51142002000009,0,0
6,6,51142002000009,0,0
7,7,51142002000009,3,3
8,8,51142002000009,0,0
9,9,51142002000009,0,0
10,10,51142002000009,0,0
11,11,51142002000009,0,0
12,12,51142002000009,0,0
1,1,51142106000012,0,0
2,2,51142106000012,0,0
3,3,51142106000012,0,0
4,4,51142106000012,0,0
5,5,51142106000012,0,0
6,6,51142106000012,0,0
7,7,51142106000012,0,0
8,8,51142106000012,0,0
9,9,51142106000012,0,0
10,10,51142106000012,2,2
11,11,51142106000012,0,0
12,12,51142106000012,0,0
1,1,51142114000005,0,0
2,2,51142114000005,0,0
3,3,51142114000005,0,0
4,4,51142114000005,0,0
5,5,51142114000005,0,0
6,6,51142114000005,0,0
7,7,51142114000005,0,0
8,8,51142114000005,0,0
9,9,51142114000005,0,0
10,11,51142114000005,3,3
11,11,51142114000005,0,0
12,12,51142114000005,0,0
1,1,51142131000001,0,0
2,2,51142131000001,0,0
3,3,51142131000001,0,0
4,4,51142131000001,0,0
5,5,51142131000001,0,0
6,6,51142131000001,1,1
7,7,51142131000001,0,0
8,8,51142131000001,0,0
9,9,51142131000001,0,0
10,10,51142131000001,0,0
11,11,51142131000001,0,0
12,12,51142131000001,0,0
1,1,51142153000002,0,0
2,2,51142153000002,0,0
3,3,51142153000002,0,0
4,4,51142153000002,0,0
5,5,51142153000002,0,0
6,6,51142153000002,0,0
7,7,51142153000002,1,1
8,8,51142153000002,0,0
9,9,51142153000002,0,0
10,10,51142153000002,0,0
11,11,51142153000002,0,0
12,12,51142153000002,0,0
1,1,51142153000003,3,3
2,2,51142153000003,0,0
3,3,51142153000003,2,2
4,4,51142153000003,2,2
5,5,51142153000003,0,0
6,6,51142153000003,4,4
7,7,51142153000003,1,1
7,8,51142153000003,1,1
8,8,51142153000003,0,0
9,9,51142153000003,2,2
10,10,51142153000003,3,3
11,11,51142153000003,3,3
12,12,51142153000003,0,0
1,1,51142206000032,0,0
2,2,51142206000032,0,0
3,3,51142206000032,1,1
4,4,51142206000032,0,0
5,5,51142206000032,1,1
6,6,51142206000032,0,0
7,7,51142206000032,0,0
8,8,51142206000032,0,0
9,9,51142206000032,0,0
10,10,51142206000032,0,0
11,11,51142206000032,0,0
12,12,51142206000032,0,0
1,1,51142302000002,0,0
2,2,51142302000002,0,0
3,3,51142302000002,0,0
4,5,51142302000002,1,1
5,6,51142302000002,1,1
6,6,51142302000002,0,0
7,7,51142302000002,0,0
8,8,51142302000002,0,0
9,9,51142302000002,0,0
10,10,51142302000002,0,0
11,11,51142302000002,0,0
12,12,51142302000002,0,0
1,1,51142501000001,0,0
2,2,51142501000001,0,0
3,3,51142501000001,0,0
4,4,51142501000001,0,0
5,5,51142501000001,0,0
6,6,51142501000001,0,0
7,7,51142501000001,0,0
8,8,51142501000001,0,0
9,9,51142501000001,0,0
10,10,51142501000001,0,0
11,11,51142501000001,102,102
12,12,51142501000001,0,0
1,1,51142931000001,0,0
2,2,51142931000001,0,0
3,3,51142931000001,15,15
4,4,51142931000001,0,0
5,5,51142931000001,0,0
6,6,51142931000001,15,15
7,7,51142931000001,0,0
8,8,51142931000001,0,0
9,9,51142931000001,0,0
10,10,51142931000001,0,0
11,11,51142931000001,0,0
12,12,51142931000001,0,0
1,1,51142937000004,0,0
2,2,51142937000004,0,0
3,3,51142937000004,0,0
4,4,51142937000004,0,0
5,5,51142937000004,0,0
6,6,51142937000004,0,0
7,7,51142937000004,0,0
8,8,51142937000004,0,0
9,9,51142937000004,0,0
10,11,51142937000004,6,6
11,11,51142937000004,0,0
12,12,51142937000004,0,0
1,1,51142937000018,0,0
2,2,51142937000018,0,0
3,3,51142937000018,0,0
4,4,51142937000018,1,1
5,5,51142937000018,0,0
6,6,51142937000018,0,0
7,7,51142937000018,0,0
8,8,51142937000018,0,0
9,9,51142937000018,0,0
10,10,51142937000018,0,0
11,11,51142937000018,2,2
12,12,51142937000018,0,0
1,1,51142941000003,6,6
2,2,51142941000003,4,4
3,3,51142941000003,4,4
4,4,51142941000003,4,4
5,6,51142941000003,4,4
6,6,51142941000003,0,0
7,7,51142941000003,4,4
8,8,51142941000003,4,4
9,9,51142941000003,0,0
10,10,51142941000003,0,0
11,11,51142941000003,6,6
12,12,51142941000003,0,0
1,1,51151616000001,0,0
2,2,51151616000001,8,8
3,3,51151616000001,0,0
4,5,51151616000001,3,3
5,6,51151616000001,1,1
6,6,51151616000001,0,0
7,7,51151616000001,0,0
8,8,51151616000001,0,0
9,9,51151616000001,0,0
10,10,51151616000001,0,0
11,11,51151616000001,0,0
12,12,51151616000001,0,0
1,1,51151703000001,0,0
2,2,51151703000001,0,0
3,3,51151703000001,0,0
4,4,51151703000001,0,0
5,5,51151703000001,0,0
6,6,51151703000001,0,0
7,7,51151703000001,40,40
8,8,51151703000001,0,0
9,9,51151703000001,0,0
10,10,51151703000001,20,20
11,11,51151703000001,0,0
12,12,51151703000001,0,0
1,1,51151727000004,0,0
2,2,51151727000004,4,4
3,3,51151727000004,0,0
4,4,51151727000004,1,1
5,5,51151727000004,0,0
6,6,51151727000004,0,0
7,7,51151727000004,0,0
8,8,51151727000004,0,0
9,9,51151727000004,0,0
10,10,51151727000004,0,0
11,11,51151727000004,0,0
12,12,51151727000004,0,0
1,1,51151732000003,0,0
2,2,51151732000003,0,0
3,3,51151732000003,0,0
4,4,51151732000003,0,0
5,5,51151732000003,0,0
6,6,51151732000003,0,0
7,7,51151732000003,0,0
8,8,51151732000003,0,0
9,9,51151732000003,0,0
10,10,51151732000003,2,2
11,11,51151732000003,4,4
12,12,51151732000003,0,0
1,1,51151801000001,0,0
2,2,51151801000001,0,0
3,3,51151801000001,0,0
4,4,51151801000001,0,0
5,5,51151801000001,0,0
6,6,51151801000001,0,0
7,7,51151801000001,10,10
8,8,51151801000001,0,0
9,9,51151801000001,0,0
10,10,51151801000001,0,0
11,11,51151801000001,0,0
12,12,51151801000001,0,0
1,1,51151812000002,0,0
2,2,51151812000002,0,0
3,3,51151812000002,0,0
4,4,51151812000002,0,0
5,5,51151812000002,0,0
6,6,51151812000002,0,0
7,7,51151812000002,10,10
8,8,51151812000002,0,0
9,9,51151812000002,0,0
10,10,51151812000002,0,0
11,11,51151812000002,0,0
12,12,51151812000002,0,0
1,1,51151916000002,0,0
2,2,51151916000002,0,0
3,3,51151916000002,0,0
4,4,51151916000002,0,0
5,5,51151916000002,0,0
6,6,51151916000002,0,0
7,7,51151916000002,0,0
8,8,51151916000002,0,0
9,9,51151916000002,0,0
10,10,51151916000002,0,0
11,11,51151916000002,3,3
12,12,51151916000002,0,0
1,1,51152003000001,0,0
2,2,51152003000001,0,0
3,3,51152003000001,0,0
4,4,51152003000001,0,0
5,5,51152003000001,0,0
6,6,51152003000001,0,0
7,7,51152003000001,0,0
8,8,51152003000001,0,0
9,9,51152003000001,0,0
10,10,51152003000001,0,0
11,11,51152003000001,4,4
12,12,51152003000001,0,0
1,1,51152005000004,0,0
2,2,51152005000004,0,0
3,3,51152005000004,0,0
4,4,51152005000004,0,0
5,5,51152005000004,0,0
6,6,51152005000004,0,0
7,7,51152005000004,0,0
8,8,51152005000004,0,0
9,9,51152005000004,0,0
10,10,51152005000004,3,3
11,11,51152005000004,8,8
12,12,51152005000004,0,0
1,1,51152005000005,0,0
2,2,51152005000005,3,3
3,3,51152005000005,5,5
4,4,51152005000005,4,4
5,5,51152005000005,0,0
6,6,51152005000005,0,0
